1,right,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,left,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,right,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,left,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,right,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,left,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,right,0.37025126814842224,0.7506231069564819,2.7355025622455287e-07,0.35696110129356384,0.7024704217910767,-0.039556361734867096,0.374520868062973,0.6470624208450317,-0.07757177203893661,0.40181857347488403,0.6121788024902344,-0.10397534817457199,0.42581379413604736,0.5844565033912659,-0.13074584305286407,0.3426281809806824,0.7204484939575195,-0.1357560008764267,0.3815648555755615,0.6458157896995544,-0.17953401803970337,0.4028240144252777,0.6031394004821777,-0.19595904648303986,0.41596415638923645,0.5778547525405884,-0.20237456262111664,0.3714553117752075,0.7563559412956238,-0.127967968583107,0.41360270977020264,0.6521045565605164,-0.1751219928264618,0.41435685753822327,0.6297242045402527,-0.17417345941066742,0.40807783603668213,0.6376606822013855,-0.16734087467193604,0.40364304184913635,0.7721771597862244,-0.11709846556186676,0.4362521469593048,0.6691519618034363,-0.1511736512184143,0.42615923285484314,0.6541138291358948,-0.13515526056289673,0.4141480028629303,0.6651843786239624,-0.1180579885840416,0.43278416991233826,0.7716893553733826,-0.10779628157615662,0.45043596625328064,0.6928353309631348,-0.1252271980047226,0.4402763247489929,0.6758885979652405,-0.11426986753940582,0.43234121799468994,0.6872199773788452,-0.10411125421524048
4,left,0.6236208081245422,0.6334282159805298,9.817269841505549e-08,0.5838229656219482,0.6326048374176025,-0.009864069521427155,0.5511680245399475,0.612790048122406,-0.017626382410526276,0.5316458344459534,0.5906388759613037,-0.026017868891358376,0.516254186630249,0.5699280500411987,-0.03464539349079132,0.5524850487709045,0.5376607775688171,-0.008390135131776333,0.5287463665008545,0.502349853515625,-0.022081458941102028,0.5079729557037354,0.48513591289520264,-0.034834351390600204,0.4893740117549896,0.47254690527915955,-0.04406055808067322,0.56534743309021,0.5264129638671875,-0.013334359973669052,0.5414875149726868,0.48821908235549927,-0.02541801705956459,0.5181692838668823,0.4705108404159546,-0.03595346584916115,0.4978486895561218,0.4599206745624542,-0.04339347779750824,0.5800529718399048,0.5227759480476379,-0.0202883742749691,0.5558243989944458,0.4870889484882355,-0.03146485611796379,0.5328297019004822,0.47209203243255615,-0.03622770681977272,0.5140851736068726,0.46391430497169495,-0.03892353177070618,0.5954381823539734,0.5255014896392822,-0.02873448096215725,0.5740596055984497,0.49665868282318115,-0.0386294387280941,0.5538738965988159,0.4826453626155853,-0.04122260585427284,0.5359212756156921,0.47531241178512573,-0.04210130125284195
5,right,0.3782291114330292,0.690185546875,2.1390664528553316e-07,0.3666299879550934,0.6330620646476746,-0.029032379388809204,0.37932807207107544,0.5781389474868774,-0.05920148640871048,0.4007056951522827,0.538356363773346,-0.07608482241630554,0.4120287597179413,0.48479163646698,-0.09115587174892426,0.3616601824760437,0.6458820104598999,-0.13539718091487885,0.39802464842796326,0.5679414868354797,-0.1736258715391159,0.41489309072494507,0.5226515531539917,-0.1798766702413559,0.42778605222702026,0.4920668601989746,-0.17677509784698486,0.3926215171813965,0.6739101409912109,-0.12633323669433594,0.42350634932518005,0.5701764225959778,-0.14627154171466827,0.41369959712028503,0.555941104888916,-0.11335326731204987,0.404854416847229,0.5653647184371948,-0.08737487345933914,0.4197349548339844,0.6838564872741699,-0.11513171344995499,0.4442216455936432,0.587932288646698,-0.1267603486776352,0.42923521995544434,0.5797276496887207,-0.08604343235492706,0.41880181431770325,0.5898970365524292,-0.05572178587317467,0.4436529576778412,0.6854891180992126,-0.10598348826169968,0.45824646949768066,0.6130464673042297,-0.10775946825742722,0.4449436068534851,0.6019306182861328,-0.08280286192893982,0.435158371925354,0.6162864565849304,-0.06382014602422714
5,left,0.6121776700019836,0.5409101843833923,-1.1024545898408178e-07,0.5720848441123962,0.5219231843948364,-0.004835064988583326,0.5356311798095703,0.5048391819000244,-0.016629165038466454,0.5091245770454407,0.5116878747940063,-0.029529931023716927,0.505628228187561,0.5279485583305359,-0.04363010451197624,0.5508683323860168,0.4362789988517761,-0.0218760147690773,0.5179712176322937,0.41609781980514526,-0.03726837784051895,0.49216434359550476,0.3992244601249695,-0.04707896709442139,0.4718058407306671,0.38496747612953186,-0.05574765428900719,0.5665537714958191,0.44476088881492615,-0.02974969521164894,0.5128852128982544,0.4961096942424774,-0.04759245738387108,0.5214341282844543,0.5258709192276001,-0.047971460968256,0.5362268090248108,0.5254279375076294,-0.04753241688013077,0.5800706148147583,0.47075262665748596,-0.037985071539878845,0.5298916101455688,0.5227830410003662,-0.053334303200244904,0.5379322171211243,0.5408791303634644,-0.04519272595643997,0.5508893728256226,0.5340450406074524,-0.03855834901332855,0.5900578498840332,0.5035386681556702,-0.047030042856931686,0.5473681688308716,0.5385583639144897,-0.058135878294706345,0.5494377613067627,0.5549085736274719,-0.05251045525074005,0.5594279170036316,0.5529962778091431,-0.04699615016579628
